Fixture,Optics,Wattage,Unit,Circuit,Channel,Groups,Patch,DMX Mode,DMX Channles,Layer,Focus,Filters,Gobos,Accessories,Purpose,Note,Weight,Location,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Focus,Pan,Focus Tilt,Invert Pan,Pan Start Limit,Pan End Limit,Invert Tilt,Tilt Start Limit,Tilt End Limit,Identifier,External Identifier
2 Dimmer 00,CP60,1000W,Dim 98,,909,,909,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 99,,910,,910,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 100,,911,,911,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 101,,912,,912,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 102,,913,,913,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 103,,914,,914,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 104,,915,,915,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 105,,916,,916,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 106,,917,,917,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 107,,918,,918,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 108,,919,,919,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 109,,920,,920,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 110,,921,,921,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 111,,922,,922,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 112,,923,,923,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 113,,924,,924,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 114,,925,,925,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 115,,926,,926,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 116,,927,,927,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 117,,928,,928,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 118,,929,,929,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 119,,930,,930,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 120,,931,,931,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 121,,932,,932,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 122,,933,,933,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 123,,934,,934,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 124,,935,,935,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 125,,936,,936,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 126,,937,,937,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 127,,938,,938,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 128,,939,,939,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 129,,940,,940,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 130,,941,,941,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 131,,942,,942,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 132,,943,,943,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 133,,944,,944,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 134,,945,,945,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 135,,946,,946,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 136,,947,,947,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 137,,948,,948,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 138,,949,,949,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 139,,950,,950,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 140,,951,,951,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 141,,952,,952,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 142,,953,,953,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 143,,954,,954,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 144,,955,,955,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 145,,956,,956,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 146,,957,,957,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 147,,958,,958,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 148,,959,,959,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 149,,960,,960,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 150,,961,,961,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Kupola,,130,,130,1,1,Nezoter,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b6c72a57-7620-42cc-9510-ba59126e2dc1
2 Dimmer 00,CP60,1000W,Oldalfal,,131,,131,1,1,Nezoter,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b6c72a57-7620-42cc-9510-ba59126e2dc1
2 Dimmer 00,CP60,1000W,Kupola,,132,,132,1,1,Nezoter,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b6c72a57-7620-42cc-9510-ba59126e2dc1
2 Dimmer 00,CP60,1000W,Oldalfal,,133,,133,1,1,Nezoter,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b6c72a57-7620-42cc-9510-ba59126e2dc1
2 Dimmer 00,CP60,1000W,Oldalfal,,134,,134,1,1,Nezoter,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b6c72a57-7620-42cc-9510-ba59126e2dc1
2 Dimmer 00,CP60,1000W,Oldalfal,,135,,135,1,1,Nezoter,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b6c72a57-7620-42cc-9510-ba59126e2dc1
